"";"CIDENTIT";"SEXE";"AGE";"STATUT";"PROFCONJ";"NOMBENF";"DIPLOME";"ENFANCE";"ANTECED";"PAOUGA";"CHOIXPA";"EMPLANT";"PROFPERE";"PROFMERE";"DATEPOL";"INFOANT";"CONTANT";"NATCONT";"INFOCONC";"AUTCONC";"QUELCONC";"CONCREUS";"INFOPOST";"ACTIPOST";"RAISENT";"AUTCHOIX";"DELINQ";"VIGILANT";"NOIRSANC";"NOIRFRIC";"NOIREMPL";"NOIRCHOM";"PLAITMET";"DEPLAIT";"COMAUT";"MOTIFAUT";"RASPEUR";"MISPREM";"SORTECOL";"SPORTEVE";"QUARTDIF";"PREMQUAL";"PREMDEF";"ORDREINI";"FORCRECA";"FORCAV";"FORCPROT";"FORCRESP";"ARMRECAL";"ARMVEHIC";"ARMPROT";"ARMRESP";"IMAGDLP";"IMAINSP";"IMPORMET";"PAVAGUES";"EFFIREGL";"RESPMISS";"SECINTER";"AGRESSIV";"PUBOPIN";"CRITPUB";"CRITPERS";"CAUSCRIT";"INFOPUB";"MEDIAIMA";"CONSENT";"RAISCONS";"PORTUNIF";"FUTURMET";"MUTATION";"SPECIALI";"POSEVALI";"ENVCONC";"REALICAR";"CONCULT";"PROBCONF";"ATTENSUP";"QUALSUP";"FAUTCOLL";"SITUEXTR";"EVOLIMAG";"POLMUNIC";"SECUPRIV";"EMPLMUNI";"DEONTOL";"ATTFORM";"FORMCOM";"COMPRIS";"COMSOC";"COMGEND";"COMMAGIS";"COMEDUC";"COMTRAV";"COMPROF";"ATTPROF";"MIEUPREP";"BONFORM";"RAISBONN";"SORTIE";"FORMCAR";"AUTSTAG";"STAGJUST";"STAGSOC";"STAGPRIS";"STAGREIN";"STAGPOL";"STAGFIRM";"STAGGEND";"STAGACTI";"GRCONJ";"GRIND";"GRPERE";"GRMERE";"profconj";"conj_pol";"emplant";"profpere";"profmere";"mere_pol";"pere_pol";"ant_pol";"cont_ami";"cont_fam";"cont_aut";"exp_ant";"contant";"par_pol"
"802";2215;"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans une ville petite ou moyenne en métropole";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Ouvriers qualifiés";"Personnels des services directs aux particuliers";"lycée";"oui";"ni policiers, ni gendarmes";"non concerné";"relations policiers ou non (famille, parents...)";"oui";"autres concours Police Nationale (équivalents ou supérieurs)";"échec";"oui";"vous avez effectué votre service national";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"plutôt d'accord";"plutôt d'accord";"plutôt d'accord";"pas vraiment d'accord";"on se trouve dans des situations variées";"on est mal vu";"oui";"métier comme un autre";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être honnête";"d'être passif";"je prendrai des initiatives";"oui";"non";"oui";"non";"oui";"oui";"oui";"non";"le spécialiste de la voie publique";"un supérieur";"de faire un travail intéressant";"pas d'accord avec lui";"souvent";"mener à bien la mission";"sont à moduler selon les situations";"plutôt pas d'accord";"plutôt défavorable";"application pointilleuse des réglements";"non réponse";"les préjugés du public";"non, cela risque d'être préjudiciable à l'activité de la pol";"plutôt objective";"oui";"oui pour nature et activités du travail";"vous est indifférent";"gardien de la paix";"oui";"oui";"non";"oui";"oui";"inspecteur";"la famille";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt dégradée";"c'est un renfort appréciable";"utile, la police ne peut pas tout faire";"municipale";"un ensemble de normes professionnelles";"des techniques policières";"oui";"oui";"oui";"oui";"oui";"oui";"non";"non";"une solide expérience professionnelle";"faire du maintien de l'ordre";"oui";"non concerné";"à la Police de l'Air et des Frontières";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"oui";"oui";"non";"oui";"non";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Ouvriers";"Employés";36;0;38;30;28;0;0;0;0;0;0;0;0;0
"803";2216;"féminin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"CAP";"dans une ville petite ou moyenne en métropole";"au chômage";"non concerné";"non concerné";"Pas d'emploi antérieur";"Chauffeurs";"Inactifs divers (autres que retraités)";"lycée";"non";"un ou des gendarmes";"une connaissance lointaine";"relations policiers ou non (famille, parents...)";"oui";"autres concours administratifs civils";"échec";"non";"vous vous êtes inscrit au chômage ou vous y étiez déjà";"parce qu'on a la sécurité de l'emploi";"non";"à la démission des parents";"les trafiquants de drogue";"plutôt d'accord";"plutôt d'accord";"pas vraiment d'accord";"plutôt d'accord";"on a beaucoup de contacts humains";"on n'a pas assez d'autonomie";"oui";"métier comme un autre";"rassurer les honnêtes gens";"prévenir la délinquance";"une tâche comme une autre";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"d'être ouvert aux autres";"d'être individualiste";"je prendrai des initiatives";"non";"non";"oui";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un collègue";"de faire un travail intéressant";"d'accord avec lui";"souvent";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt indifférente";"injustice, favoritisme";"manque de courtoisie, politesse";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour nature et activités du travail";"vous gêne un peu";"gardien de la paix";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la famille";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"s'est plutôt améliorée";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"municipale";"un ensemble de normes professionnelles";"des rencontres avec des policiers de terrain ou des récits s";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"non";"une solide expérience professionnelle";"accueillir, écouter, renseigner les gens";"oui";"non concerné";"à la Police de l'Air et des Frontières";"acquérir une spécialisation";"pendant la formation initiale";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Ouvriers";"Inactifs";36;0;38;33;40;0;0;0;0;0;1;0;1;0
"804";2217;"féminin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat d'enseignement général";"dans une ville petite ou moyenne en métropole";"élève ou étudiant";"non concerné";"non concerné";"Pas d'emploi antérieur";"Instituteurs et assimilés";"Personnels des services directs aux particuliers";"lycée";"oui";"ni policiers, ni gendarmes";"non concerné";"publicité";"non";"non concerné";"non concerné";"oui";"vous avez continué vos études";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"plutôt d'accord";"pas du tout d'accord";"tout à fait d'accord";"plutôt d'accord";"on travaille en équipe";"on est mal vu";"non";"métier différent à cause des contraintes professionnelles";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être honnête";"d'être passif";"je m'en tiendrai aux ordres reçus";"non";"non";"non";"non";"non";"non";"oui";"non";"la vitrine de la police";"un collègue";"de faire un travail intéressant";"d'accord avec lui";"jamais";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"inefficacité";"tendance à parler aux gens comme s'ils étaient délinquants";"le comportement de certains policiers";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour nature et activités du travail";"vous gêne un peu";"fonctionnaire de police";"oui";"oui";"oui";"oui";"oui";"inspecteur";"les amis";"qu'ils vous associent à leurs décisions";"qu'il ait le sens du dialogue avec ses subordonnés";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est un renfort appréciable";"dangereux car ils ne sont pas formés";"ni l'une, ni l'autre";"un ensemble de normes professionnelles";"des connaissances administratives et juridiques";"oui";"non";"non";"non";"oui";"oui";"non";"oui";"des qualités pédagogiques";"prêter assistance";"oui";"non concerné";"à la Police de l'Air et des Frontières";"aborder des situations ou des technologies nouvelles";"pendant la formation continue";"oui";"oui";"non";"non";"oui";"non";"non";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Professions intermédiaires";"Employés";36;0;38;16;28;0;0;0;0;0;0;0;0;0
"805";2218;"féminin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"BP, BEP";"à la campagne en métropole";"élève ou étudiant";"non concerné";"non concerné";"Pas d'emploi antérieur";"Personnels des services directs aux particuliers";"Inactifs divers (autres que retraités)";"lycée";"oui";"des policiers et des gendarmes";"un membre de votre famille";"publicité";"oui";"autres concours administratifs para-policiers";"échec";"oui";"vous avez continué vos études";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"pas vraiment d'accord";"plutôt d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"on a beaucoup de contacts humains";"on ne voit que le mauvais côté des gens";"oui";"métier comme un autre";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"non réponse";"multiplie les patrouilles";"d'être discipliné";"d'être trop indulgent";"je prendrai des initiatives";"non";"non";"non";"non";"non";"non";"non";"non";"le spécialiste de la voie publique";"je ne sais pas ce qu'il fait";"de faire un travail intéressant";"d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt favorable";"application pointilleuse des réglements";"application pointilleuse des réglements";"l'influence des médias (presse, télévision, radio)";"non, cela risque d'être préjudiciable à l'activité de la pol";"plutôt objective";"oui";"oui pour nature et activités du travail";"vous est indifférent";"gardien de la paix";"oui";"oui";"non";"oui";"oui";"commissaire";"la hiérarchie";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"s'est plutôt améliorée";"c'est normal que les maires se préoccupent de sécurité dans ";"utile, la police ne peut pas tout faire";"ni l'une, ni l'autre";"un ensemble de normes professionnelles";"autres (généralement toutes ces attentes, ""devenir un bon fl";"oui";"oui";"non";"oui";"non";"non";"non";"non";"une solide expérience professionnelle";"faire du maintien de l'ordre";"oui";"non concerné";"à la Police de l'Air et des Frontières";"remettre à jour des connaissances oubliées";"pendant la formation continue";"oui";"oui";"oui";"non";"oui";"non";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Employés";"Inactifs";36;0;38;27;40;0;0;0;0;1;0;0;2;0
"806";2219;"féminin";"moins de 21 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"à Paris ou région parisienne";"élève ou étudiant";"non concerné";"non concerné";"Pas d'emploi antérieur";"Policiers (sans autre indication)";"Employés de commerce";"lycée";"oui";"un ou des policiers";"un membre de votre famille";"publicité";"oui";"non réponse";"au moins une réussite";"oui";"vous avez continué vos études";"pour le déroulement de carrière";"non";"à la démission des parents";"les jeunes";"tout à fait d'accord";"pas du tout d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"on se trouve dans des situations variées";"on est mal vu";"non";"métier différent à cause des missions et des tâches particul";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être honnête";"d'être malhonnête";"je m'en tiendrai aux ordres reçus";"non";"non";"oui";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"d'accord avec lui";"rarement";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt d'accord";"plutôt défavorable";"application pointilleuse des réglements";"tendance à parler aux gens comme s'ils étaient délinquants";"les préjugés du public";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour emploi, conditions de travail, carrière";"vous plaît";"fonctionnaire de police";"oui";"oui";"oui";"oui";"oui";"inspecteur";"les amis";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"appliquer le règlement et le sanctionner";"oui";"n'a pas changé";"c'est un renfort appréciable";"normal que chacun protège ses biens";"municipale";"un ensemble de normes professionnelles";"des techniques policières";"oui";"oui";"oui";"oui";"oui";"oui";"non";"oui";"une solide expérience professionnelle";"faire du maintien de l'ordre";"oui";"non concerné";"à la Police de l'Air et des Frontières";"aborder des situations ou des technologies nouvelles";"pendant la formation continue";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Policiers, militaires";"Employés";36;0;38;24;27;0;1;0;0;1;0;0;1;0
"807";2220;"féminin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"à la campagne en métropole";"détenteur d'un emploi";"non concerné";"non concerné";"Employés civils et agents de service de la fonction publique";"Ouvriers non qualifiés de type artisanal";"Inactifs divers (autres que retraités)";"enfance";"oui";"ni policiers, ni gendarmes";"non concerné";"publicité";"oui";"autres concours administratifs civils";"échec";"oui";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les autres truands";"tout à fait d'accord";"pas vraiment d'accord";"pas vraiment d'accord";"plutôt d'accord";"on a des responsabilités";"on est mal vu";"non";"métier différent à cause des contraintes professionnelles";"faire peur aux délinquants";"secourir les personnes en danger";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être honnête";"d'être craintif";"je m'en tiendrai aux ordres reçus";"oui";"oui";"oui";"non";"oui";"oui";"oui";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"d'accord avec lui";"souvent";"respecter scurpuleusement le règlement";"sont à moduler selon les situations";"plutôt pas d'accord";"plutôt favorable";"inefficacité";"brutalité";"les préjugés du public";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour fonction sociale (utilité, sécurité)";"vous plaît";"policier";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la hiérarchie";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"appliquer le règlement et le sanctionner";"oui";"s'est plutôt améliorée";"c'est un renfort appréciable";"utile, la police ne peut pas tout faire";"l'une ou l'autre";"un ensemble de normes professionnelles";"des techniques policières";"oui";"oui";"non";"oui";"oui";"oui";"non";"oui";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"oui";"non concerné";"en Police Urbaine";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"oui";"oui";"non";"oui";"non";"oui";"oui";"Pas de conjoint";"Employés";"Ouvriers";"Inactifs";36;0;17;37;40;0;0;0;0;0;0;0;0;0
"808";2222;"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat technique";"dans une ville petite ou moyenne en métropole";"au chômage";"non concerné";"non concerné";"Pas d'emploi antérieur";"Militaires (sans autre indication), sous-officier";"Militaires (sans autre indication), sous-officier";"enfance";"oui";"un ou des policiers";"un membre de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"non";"vous vous êtes inscrit au chômage ou vous y étiez déjà";"parce qu'on contribue au maintien de l'ordre public";"non";"à la détérioration de la situation économique et sociale";"les trafiquants de drogue";"tout à fait d'accord";"plutôt d'accord";"plutôt d'accord";"tout à fait d'accord";"on se trouve dans des situations variées";"on est mal vu";"non";"métier différent à cause des risques";"rassurer les honnêtes gens";"secourir les personnes en danger";"une charge anormale qui devrait être confiée à d'autres";"aux organisateurs de prendre les mesures nécessaires";"se fasse discrète";"d'avoir les nerfs solides";"de coller aux ordres";"je m'en tiendrai aux ordres reçus";"oui";"oui";"oui";"non";"oui";"oui";"oui";"non";"un simple exécutant";"un supérieur";"de faire un travail intéressant";"d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"injustice, favoritisme";"application pointilleuse des réglements";"les préjugés du public";"non, cela risque d'être préjudiciable à l'activité de la pol";"plutôt objective";"oui";"oui pour emploi, conditions de travail, carrière";"vous plaît";"policier";"oui";"oui";"oui";"oui";"oui";"inspecteur";"les amis";"qu'ils vous laissent prendre des initiatives";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"s'est plutôt dégradée";"cela entretient la confusion";"dangereux car ils ne sont pas formés";"privé";"un ensemble de normes professionnelles";"des techniques policières";"oui";"oui";"non";"non";"oui";"oui";"non";"oui";"des connaissances techniques et juridiques";"remplir des papiers, écrire des rapports";"oui";"non concerné";"en CRS";"remettre à jour des connaissances oubliées";"pendant la formation continue";"oui";"non";"non";"non";"oui";"non";"non";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Policiers, militaires";"Policiers, militaires";36;0;38;29;29;1;1;0;0;1;0;0;1;1
"809";2223;"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"BEPC";"dans une ville petite ou moyenne en métropole";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Employés civils et agents de service de la fonction publique";"Employés civils et agents de service de la fonction publique";"lycée";"oui";"un ou des policiers";"un membre de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous avez effectué votre service national";"parce qu'on est utile";"non";"à la détérioration de la situation économique et sociale";"les jeunes";"plutôt d'accord";"plutôt d'accord";"plutôt d'accord";"pas vraiment d'accord";"on travaille en équipe";"on ne peut pas être assez efficace";"non";"métier différent à cause des missions et des tâches particul";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"une responsabilité importante de la police";"multiplie les patrouilles";"d'être honnête";"d'être malhonnête";"je prendrai des initiatives";"non";"non";"oui";"non";"non";"non";"oui";"non";"le spécialiste de la voie publique";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"souvent";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"injustice, favoritisme";"application pointilleuse des réglements";"les préjugés du public";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"oui pour emploi, conditions de travail, carrière";"vous plaît";"fonctionnaire de police";"oui";"oui";"oui";"oui";"oui";"inspecteur";"la famille";"qu'ils vous laissent prendre des initiatives";"qu'il ait la capacité à commander";"éviter que le public sache";"oui";"s'est plutôt améliorée";"c'est un renfort appréciable";"utile, la police ne peut pas tout faire";"ni l'une, ni l'autre";"un règlement comme un autre";"des renseignements sur l'organisation et le fonctionnement d";"oui";"oui";"oui";"oui";"non";"oui";"non";"non";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"oui";"non concerné";"en Police Urbaine";"vous tenir au courant de l'évolution de la législation et de";"pendant la formation continue";"oui";"oui";"non";"non";"oui";"non";"non";"non";"Pas de conjoint";"Pas d'emploi antérieur";"Employés";"Employés";36;0;38;23;24;0;0;0;0;1;0;0;1;0
"810";2232;"masculin";"entre 21 et 25 ans";"célibataire vivant en couple";"Cadres d'entreprise";"aucun";"BEPC";"à la campagne en métropole";"au chômage";"non concerné";"non concerné";"Professeurs, professions scientifiques";"Gardiens, gradés et enquêteurs";"Inactifs divers (autres que retraités)";"orientation ultérieure (après service militaire)";"oui";"des policiers et des gendarmes";"un membre de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous vous êtes inscrit au chômage ou vous y étiez déjà";"pour le déroulement de carrière";"oui";"à l'afflux d'immigrés";"les immigrés";"pas vraiment d'accord";"plutôt d'accord";"pas vraiment d'accord";"plutôt d'accord";"on travaille en équipe";"on est mal vu";"oui";"métier comme un autre";"rassurer les honnêtes gens";"faire respecter la loi";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'avoir les nerfs solides";"d'être craintif";"je m'en tiendrai aux ordres reçus";"oui";"non";"oui";"non";"non";"non";"non";"non";"un simple exécutant";"un spécialiste de la police judiciaire";"de travailler dans une bonne ambiance";"d'accord avec lui";"souvent";"respecter scurpuleusement le règlement";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"interventions autoritaires non légitimes";"application pointilleuse des réglements";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour nature et activités du travail";"vous est indifférent";"fonctionnaire de police";"oui";"oui";"oui";"oui";"oui";"officier de paix";"la famille";"qu'ils vous associent à leurs décisions";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"s'est plutôt dégradée";"c'est normal que les maires se préoccupent de sécurité dans ";"normal que chacun protège ses biens";"ni l'une, ni l'autre";"un règlement comme un autre";"des renseignements sur l'organisation et le fonctionnement d";"oui";"oui";"non";"oui";"oui";"oui";"oui";"oui";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"non";"par manque d'expérience du terrain";"en CRS";"avoir un entraînement physique";"pendant la formation continue";"non";"oui";"non";"non";"oui";"non";"non";"oui";"Cadres et professions intellectuelles supérieures";"Cadres et professions intellectuelles supérieures";"Policiers, militaires";"Inactifs";9;0;6;43;40;0;1;0;0;1;0;0;2;0
"811";2233;"masculin";"entre 21 et 25 ans";"célibataire vivant seul(e)";"Pas de conjoint";"aucun";"baccalauréat d'enseignement général";"dans une grande ville de province en métropole";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Employés de la fonction publique";"Inactifs divers (autres que retraités)";"lycée";"oui";"un ou des policiers";"un membre de votre famille";"publicité";"non";"non concerné";"non concerné";"non";"vous avez continué vos études";"parce qu'on a la sécurité de l'emploi";"non";"à la détérioration de la situation économique et sociale";"les autres truands";"pas vraiment d'accord";"plutôt d'accord";"pas du tout d'accord";"plutôt d'accord";"on se trouve dans des situations variées";"on ne peut pas être assez efficace";"non";"métier différent à cause des risques";"rassurer les honnêtes gens";"arrêter les délinquants";"une tâche comme une autre";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"d'être honnête";"d'être malhonnête";"je m'en tiendrai aux ordres reçus";"oui";"oui";"oui";"oui";"non";"non";"oui";"non";"l'homme à tout faire de la Police Nationale";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"brutalité";"inefficacité";"l'influence des médias (presse, télévision, radio)";"oui, parce que c'est normal dans un régime démocratique";"plutôt défavorable";"oui";"oui pour d'autres raisons et réponses inclassables";"vous plaît";"policier";"oui";"oui";"oui";"oui";"oui";"BCT (concours de recrutement des brigadiers)";"la famille";"qu'ils vous associent à leurs décisions";"qu'il soit près de ses hommes";"éviter que le public sache";"oui";"s'est plutôt dégradée";"cela entretient la confusion";"dangereux car ils ne sont pas formés";"ni l'une, ni l'autre";"un règlement comme un autre";"des techniques policières";"oui";"non";"non";"oui";"oui";"non";"non";"non";"des connaissances techniques et juridiques";"remplir des papiers, écrire des rapports";"non";"par manque d'expérience du terrain";"en CRS";"aborder des situations ou des technologies nouvelles";"pendant la formation continue";"oui";"non";"non";"non";"oui";"non";"oui";"oui";"Pas de conjoint";"Pas d'emploi antérieur";"Employés";"Inactifs";36;0;38;22;40;0;0;0;0;1;0;0;1;0
"812";2234;"masculin";"entre 21 et 25 ans";"célibataire vivant en couple";"Personnels des services directs aux particuliers";"aucun";"BEPC";"dans une ville petite ou moyenne en métropole";"au service national comme appelé";"non concerné";"non concerné";"Pas d'emploi antérieur";"Inspecteurs, commissaires et officiers";"Inactifs divers (autres que retraités)";"service militaire";"oui";"un ou des policiers";"un membre de votre famille";"relations policiers ou non (famille, parents...)";"non";"non concerné";"non concerné";"oui";"vous avez effectué votre service national";"parce qu'on est utile";"non";"à la démission des parents";"les trafiquants de drogue";"plutôt d'accord";"pas vraiment d'accord";"plutôt d'accord";"pas vraiment d'accord";"on se trouve dans des situations variées";"on est mal vu";"non";"métier différent à cause des contraintes professionnelles";"faire peur aux délinquants";"faire respecter la loi";"une charge anormale qui devrait être confiée à d'autres";"aux organisateurs de prendre les mesures nécessaires";"multiplie les patrouilles";"d'être honnête";"d'être craintif";"je prendrai des initiatives";"oui";"non";"oui";"non";"non";"non";"oui";"non";"la vitrine de la police";"un spécialiste de la police judiciaire";"de faire un travail intéressant";"pas d'accord avec lui";"souvent";"mener à bien la mission";"sont impératives, on ne sait jamais ce qui peut arriver";"plutôt pas d'accord";"plutôt défavorable";"inefficacité";"interventions autoritaires non légitimes";"le comportement de certains policiers";"non, cela risque d'être préjudiciable à l'activité de la pol";"plutôt défavorable";"oui";"oui pour nature et activités du travail";"vous est indifférent";"vous ne répondrez pas précisément";"oui";"oui";"oui";"oui";"oui";"officier de paix";"la famille";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"éviter que le public sache";"oui";"s'est plutôt dégradée";"cela entretient la confusion";"dangereux car ils ne sont pas formés";"ni l'une, ni l'autre";"un ensemble de normes professionnelles";"des connaissances administratives et juridiques";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"oui";"une solide expérience professionnelle";"surveiller, patrouiller, contrôler, verbaliser";"non";"à cause de la variété des tâches, des circonstances, des pub";"en Police Urbaine";"acquérir une spécialisation";"inutiles";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"non concerné";"oui";"Employés";"Pas d'emploi antérieur";"Policiers, militaires";"Inactifs";21;0;38;44;40;0;1;0;0;1;0;0;1;0
"813";2235;"masculin";"entre 21 et 25 ans";"marié(e)";"Chômeurs n'ayant jamais travaillé";"aucun";"CAP";"à la campagne en métropole";"détenteur d'un emploi";"non concerné";"non concerné";"Non réponse";"Artisans";"Employés administratifs d'entreprise";"service militaire";"oui";"un ou des gendarmes";"un membre de votre famille";"publicité";"non";"non concerné";"non concerné";"oui";"vous avez continué à travailler (emploi, stage, intérim)";"parce qu'on est utile";"oui";"à la détérioration de la situation économique et sociale";"les autres truands";"plutôt d'accord";"plutôt d'accord";"pas du tout d'accord";"pas du tout d'accord";"on se trouve dans des situations variées";"on ne peut pas être assez efficace";"oui";"métier comme un autre";"faire peur aux délinquants";"secourir les personnes en danger";"une tâche comme une autre";"à la police d'assurer le service d'ordre";"multiplie les patrouilles";"d'être ouvert aux autres";"d'être passif";"je m'en tiendrai aux ordres reçus";"oui";"non";"oui";"non";"non";"oui";"oui";"non";"la vitrine de la police";"un supérieur";"de faire un travail intéressant";"pas d'accord avec lui";"rarement";"mener à bien la mission";"sont à moduler selon les situations";"plutôt pas d'accord";"plutôt indifférente";"inefficacité";"injustice, favoritisme";"les préjugés du public";"oui, parce que c'est normal dans un régime démocratique";"plutôt objective";"oui";"non réponse";"vous est indifférent";"policier";"oui";"oui";"oui";"oui";"oui";"BCT (concours de recrutement des brigadiers)";"les amis";"qu'ils vous associent à leurs décisions";"qu'il ait la capacité à commander";"appliquer le règlement et le sanctionner";"oui";"n'a pas changé";"c'est normal que les maires se préoccupent de sécurité dans ";"normal que chacun protège ses biens";"l'une ou l'autre";"un ensemble de normes professionnelles";"des rencontres avec des policiers de terrain ou des récits s";"oui";"non";"oui";"non";"oui";"oui";"oui";"oui";"des qualités pédagogiques";"prêter assistance";"oui";"non concerné";"en CRS";"acquérir une spécialisation";"inutiles";"oui";"oui";"oui";"oui";"non réponse";"non réponse";"non réponse";"oui";"Inactifs";"Non réponse";"Artisans, commerçants, chefs d'entreprise";"Employés";31;0;1;4;26;0;0;NA;0;1;0;0;1;0
